,배달상점ID,업종명,법정동코드,광역시도명,시군구명,법정동명,리명,행정동코드,행정동명,도로명주소코드,도로명주소명
2556,S0070514,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411504343470,호국로1483번길
2557,S0070515,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181007,금오로
2558,S0070517,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2559,S0070519,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2560,S0070522,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2561,S0070523,심부름,4115011000,경기도,의정부시,가능동,\N,4115059500,가능동,411504343082,녹양로34번길
2563,S0070530,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2564,S0070533,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343463,호국로1331번길
2565,S0070536,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2566,S0070537,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2567,S0070538,심부름,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343192,승지로22번길
2569,S0070545,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343354,추동로91번길
2570,S0070546,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2571,S0070547,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181029,신흥로
2572,S0070548,심부름,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181036,용현로
2573,S0070549,심부름,4115010300,경기도,의정부시,장암동,\N,4115056100,장암동,411503181055,회룡로
2574,S0070550,심부름,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2575,S0070551,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411504343342,청사로47번길
2576,S0070552,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343383,태평로89번길
2577,S0070553,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2578,S0070554,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2579,S0070555,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343382,태평로73번길
2580,S0070556,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2582,S0070566,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2584,S0070568,심부름,4115010200,경기도,의정부시,호원동,\N,4115054500,호원1동,411503215066,평화로
2585,S0070570,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2586,S0070571,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2587,S0070572,심부름,4115011000,경기도,의정부시,가능동,\N,4115051000,의정부1동,411504343374,태평로194번길
2588,S0070578,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181003,거북로
2589,S0070580,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181006,금신로
2590,S0070581,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,\N,\N
2591,S0070582,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343382,태평로73번길
2592,S0070586,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2593,S0070587,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2594,S0070588,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343361,태평로108번길
2595,S0070589,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343361,태평로108번길
2596,S0070590,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2597,S0070595,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2598,S0070596,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2600,S0070598,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2601,S0070599,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2602,S0070600,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2603,S0070601,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2604,S0070603,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181007,금오로
2605,S0070604,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2606,S0070612,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343354,추동로91번길
2607,S0070613,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2608,S0070614,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2609,S0070615,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2610,S0070621,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2611,S0070626,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181039,장곡로
2612,S0070627,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2613,S0070629,심부름,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2614,S0070630,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2615,S0070631,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2616,S0070633,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2617,S0070634,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2618,S0070635,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2619,S0070636,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2620,S0070645,심부름,4115010200,경기도,의정부시,호원동,\N,4115054500,호원1동,411503215066,평화로
2621,S0070646,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2622,S0070647,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2623,S0070648,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2624,S0070649,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2625,S0070650,심부름,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181036,용현로
2626,S0070651,심부름,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181036,용현로
2627,S0070652,심부름,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2628,S0070653,심부름,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2629,S0070655,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503000136,호국로
2631,S0070669,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2632,S0070670,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2633,S0070671,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343085,능곡로26번길
2634,S0070672,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503000001,동일로
2635,S0070674,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181039,장곡로
2636,S0070675,심부름,4115010700,경기도,의정부시,낙양동,\N,4115057800,송산3동,411503181035,용민로
2637,S0070676,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181049,추동로
2638,S0070677,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181049,추동로
2639,S0070678,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2640,S0070679,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2641,S0070680,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2642,S0070681,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2643,S0070682,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2644,S0070683,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2645,S0070684,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181029,신흥로
2646,S0070685,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411504343487,회룡로105번길
2647,S0070686,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503000001,동일로
2648,S0070691,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2649,S0070693,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411504343342,청사로47번길
2650,S0070694,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411504343342,청사로47번길
2651,S0070697,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2652,S0070698,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2653,S0070702,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2654,S0070704,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343203,시민로157번길
2655,S0070708,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181060,시민로
2656,S0070710,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2657,S0070711,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2658,S0070712,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2659,S0070713,피자,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2660,S0070714,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2661,S0070717,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2662,S0070718,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411504343313,의정로40번길
2663,S0070719,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2664,S0070720,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343203,시민로157번길
2665,S0070721,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2666,S0070722,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343382,태평로73번길
2667,S0070723,심부름,4115010300,경기도,의정부시,장암동,\N,4115056100,장암동,411503181039,장곡로
2668,S0070726,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2669,S0070727,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2670,S0070728,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2671,S0070729,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2672,S0070730,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2673,S0070731,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2674,S0070734,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503181034,외미로
2677,S0070740,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181057,흥선로
2678,S0070741,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343382,태평로73번길
2679,S0070742,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2680,S0070745,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2681,S0070746,심부름,4115011000,경기도,의정부시,가능동,\N,4115051000,의정부1동,411504343374,태평로194번길
2682,S0070749,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2683,S0070754,분식,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503181055,회룡로
2684,S0070755,심부름,4115011100,경기도,의정부시,녹양동,\N,4115062000,녹양동,411503181048,체육로
2685,S0070756,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2686,S0070757,카페/디저트,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181019,부용로
2723,S0070829,돈까스/일식,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181047,청사로
2724,S0070830,돈까스/일식,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181047,청사로
2726,S0070837,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343229,신곡로70번길
2727,S0070838,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343093,동일로454번길
2728,S0070839,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343093,동일로454번길
2729,S0070840,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343093,동일로454번길
2730,S0070841,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343093,동일로454번길
2731,S0070842,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2732,S0070843,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2733,S0070844,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2734,S0070845,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2735,S0070846,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2736,S0070847,배달전문업체,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343134,발곡로31번길
2737,S0070848,족발/보쌈,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2738,S0070849,족발/보쌈,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2739,S0070850,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343325,장곡로322번길
2740,S0070851,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343325,장곡로322번길
2741,S0070852,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343325,장곡로322번길
2742,S0070853,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343325,장곡로322번길
2743,S0070854,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343347,추동로108번길
2744,S0070855,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343347,추동로108번길
2745,S0070856,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343347,추동로108번길
2746,S0070857,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343347,추동로108번길
2747,S0070858,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343347,추동로108번길
2748,S0070859,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343347,추동로108번길
2749,S0070860,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2750,S0070861,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181028,신곡로
2751,S0070862,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181028,신곡로
2752,S0070863,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181028,신곡로
2753,S0070864,야식,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343161,부용로213번길
2754,S0070867,분식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2755,S0070868,분식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2756,S0070869,분식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2757,S0070870,분식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2758,S0070877,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2759,S0070878,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2760,S0070879,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2761,S0070880,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2762,S0070881,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2763,S0070882,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2764,S0070883,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2765,S0070884,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2766,S0070885,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2767,S0070887,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181039,장곡로
2768,S0070888,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181039,장곡로
2769,S0070889,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181039,장곡로
2770,S0070890,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181039,장곡로
2771,S0070891,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343354,추동로91번길
2772,S0070892,족발/보쌈,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2773,S0070893,족발/보쌈,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2774,S0070894,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2775,S0070895,돈까스/일식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181014,발곡로
2776,S0070900,아시안/양식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2777,S0070901,아시안/양식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2778,S0070902,피자,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181023,새말로
2779,S0070903,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2780,S0070904,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2781,S0070905,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2782,S0070906,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2783,S0070907,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2784,S0070908,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2785,S0070909,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2786,S0070910,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2787,S0070911,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343134,발곡로31번길
2788,S0070912,회,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503181060,시민로
2923,S0071132,피자,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2924,S0071133,피자,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2925,S0071134,피자,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2926,S0071135,피자,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2927,S0071136,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343201,시민로146번길
2928,S0071137,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343201,시민로146번길
2929,S0071138,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343201,시민로146번길
2930,S0071139,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343201,시민로146번길
2931,S0071140,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343201,시민로146번길
2932,S0071144,아시안/양식,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2939,S0071178,한식,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2940,S0071179,한식,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2941,S0071180,한식,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2942,S0071181,한식,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2943,S0071182,한식,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181004,경의로
2944,S0071184,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181049,추동로
2945,S0071185,도시락,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181049,추동로
2952,S0071214,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343288,용민로92번길
2953,S0071215,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343288,용민로92번길
2954,S0071216,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343288,용민로92번길
2955,S0071217,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343288,용민로92번길
2956,S0071218,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343288,용민로92번길
2957,S0071221,야식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2958,S0071222,야식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2959,S0071223,야식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2960,S0071224,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181050,충의로
2961,S0071225,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181050,충의로
2962,S0071226,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181059,송산로
2963,S0071227,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181059,송산로
2964,S0071228,한식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181059,송산로
2965,S0071233,치킨,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343276,오목로15번길
2966,S0071238,치킨,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2967,S0071239,치킨,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2968,S0071240,치킨,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2969,S0071241,족발/보쌈,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181060,시민로
2970,S0071242,도시락,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2971,S0071243,도시락,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2972,S0071244,분식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343278,오목로19번길
2973,S0071246,돈까스/일식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2974,S0071247,돈까스/일식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2975,S0071248,돈까스/일식,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2976,S0071249,배달전문업체,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2977,S0071250,배달전문업체,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2978,S0071253,찜탕,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2979,S0071254,찜탕,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2980,S0071255,찜탕,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181035,용민로
2981,S0071256,치킨,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411504343357,충의로57번길
2982,S0071257,피자,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181050,충의로
2983,S0071258,피자,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181050,충의로
2984,S0071259,피자,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181050,충의로
2985,S0071285,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343355,추동로92번길
2988,S0071292,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181029,신흥로
2989,S0071293,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181029,신흥로
2990,S0071294,족발/보쌈,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181029,신흥로
2994,S0071302,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343134,발곡로31번길
2995,S0071303,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343134,발곡로31번길
2998,S0071307,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343196,시민로121번길
2999,S0071308,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343196,시민로121번길
3000,S0071309,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343196,시민로121번길
3001,S0071310,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343196,시민로121번길
3002,S0071315,야식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343198,시민로131번길
3003,S0071316,야식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343198,시민로131번길
3004,S0071318,아시안/양식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343196,시민로121번길
3005,S0071319,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343459,호국로1298번길
3006,S0071320,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343459,호국로1298번길
3007,S0071321,분식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343459,호국로1298번길
